STATION_ID,DATE,TIME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,SEASON,MEASUREMENT
13305,8/6/85,11:28,29.57361031,-94.96416473,1985,8,6,Summer,30.3
13305,10/16/85,12:30,29.57361031,-94.96416473,1985,10,16,Fall,26
13305,6/27/86,13:44,29.57361031,-94.96416473,1986,6,27,Summer,28.5
13305,2/20/01,9:50,29.57361031,-94.96416473,2001,2,20,Winter,13.93
13305,3/21/02,10:51,29.57361031,-94.96416473,2002,3,21,Spring,19.48
13305,10/18/72,16:15,29.57361031,-94.96416473,1972,10,18,Fall,28.3
13305,5/31/73,15:50,29.57361031,-94.96416473,1973,5,31,Spring,27.2
13305,4/2/87,13:39,29.57361031,-94.96416473,1987,4,2,Spring,16.4
13305,12/3/87,12:09,29.57361031,-94.96416473,1987,12,3,Winter,15.74
13305,3/22/88,13:51,29.57361031,-94.96416473,1988,3,22,Spring,16.51
13305,6/9/88,14:48,29.57361031,-94.96416473,1988,6,9,Summer,28.44
13305,10/11/88,14:05,29.57361031,-94.96416473,1988,10,11,Fall,23.99
13305,6/6/89,14:17,29.57361031,-94.96416473,1989,6,6,Summer,28.5
13305,10/11/89,13:56,29.57361031,-94.96416473,1989,10,11,Fall,23.7
13305,8/10/89,16:05,29.57361031,-94.96416473,1989,8,10,Summer,27.9
13305,2/6/91,12:22,29.57361031,-94.96416473,1991,2,6,Winter,14
13305,4/16/91,11:18,29.57361031,-94.96416473,1991,4,16,Spring,23.3
13305,6/4/91,12:29,29.57361031,-94.96416473,1991,6,4,Summer,28.5
13305,4/13/92,14:41,29.57361031,-94.96416473,1992,4,13,Spring,25.5
13305,8/31/92,11:13,29.57361031,-94.96416473,1992,8,31,Summer,27.9
13305,7/12/93,13:50,29.57361031,-94.96416473,1993,7,12,Summer,29
13305,10/7/93,14:55,29.57361031,-94.96416473,1993,10,7,Fall,27.2
13305,5/15/97,9:15,29.57361031,-94.96416473,1997,5,15,Spring,24.2
13305,8/28/97,11:40,29.57361031,-94.96416473,1997,8,28,Summer,28.9
13305,2/12/98,9:18,29.57361031,-94.96416473,1998,2,12,Winter,15.1
13305,5/19/98,13:05,29.57361031,-94.96416473,1998,5,19,Spring,26.3
13305,8/12/98,11:04,29.57361031,-94.96416473,1998,8,12,Summer,30.6
13305,8/17/99,10:42,29.57361031,-94.96416473,1999,8,17,Summer,30.7
13305,11/18/99,11:10,29.57361031,-94.96416473,1999,11,18,Fall,20.6
13305,5/22/02,11:30,29.57361031,-94.96416473,2002,5,22,Spring,22.48
13305,2/21/74,11:15,29.57361031,-94.96416473,1974,2,21,Winter,17
13305,2/25/75,12:35,29.57361031,-94.96416473,1975,2,25,Winter,11
13305,5/27/75,10:50,29.57361031,-94.96416473,1975,5,27,Spring,27
13305,12/2/75,10:00,29.57361031,-94.96416473,1975,12,2,Winter,13
13305,12/15/83,11:25,29.57361031,-94.96416473,1983,12,15,Winter,15
13305,1/26/84,10:55,29.57361031,-94.96416473,1984,1,26,Winter,7.2
13305,2/24/76,9:45,29.57361031,-94.96416473,1976,2,24,Winter,15.5
13305,12/22/76,11:30,29.57361031,-94.96416473,1976,12,22,Winter,11.5
13305,2/28/77,11:35,29.57361031,-94.96416473,1977,2,28,Winter,15.5
13305,1/9/78,12:10,29.57361031,-94.96416473,1978,1,9,Winter,10.5
13305,1/9/78,12:10,29.57361031,-94.96416473,1978,1,9,Winter,10
13305,6/26/78,12:40,29.57361031,-94.96416473,1978,6,26,Summer,30
13305,8/21/78,12:00,29.57361031,-94.96416473,1978,8,21,Summer,31
13305,9/19/78,11:50,29.57361031,-94.96416473,1978,9,19,Fall,28.5
13305,11/29/78,11:00,29.57361031,-94.96416473,1978,11,29,Fall,15.9
13305,8/2/79,10:50,29.57361031,-94.96416473,1979,8,2,Summer,29
13305,1/17/80,10:00,29.57361031,-94.96416473,1980,1,17,Winter,16
13305,10/21/80,11:00,29.57361031,-94.96416473,1980,10,21,Fall,21.5
13305,7/8/81,10:20,29.57361031,-94.96416473,1981,7,8,Summer,28.1
13305,12/12/84,10:45,29.57361031,-94.96416473,1984,12,12,Winter,14.1
13305,5/8/85,11:05,29.57361031,-94.96416473,1985,5,8,Spring,25.4
13305,6/27/86,13:44,29.57361031,-94.96416473,1986,6,27,Summer,28.5
13305,10/18/72,16:15,29.57361031,-94.96416473,1972,10,18,Fall,28.9
13305,5/31/73,15:50,29.57361031,-94.96416473,1973,5,31,Spring,27.8
13305,5/31/73,15:50,29.57361031,-94.96416473,1973,5,31,Spring,28.3
13305,2/27/73,16:00,29.57361031,-94.96416473,1973,2,27,Winter,14.4
13305,3/24/87,11:53,29.57361031,-94.96416473,1987,3,24,Spring,18.8
13305,4/2/87,13:39,29.57361031,-94.96416473,1987,4,2,Spring,15.2
13305,8/11/87,15:25,29.57361031,-94.96416473,1987,8,11,Summer,31.2
13305,10/8/87,12:40,29.57361031,-94.96416473,1987,10,8,Fall,22.03
13305,11/2/87,15:19,29.57361031,-94.96416473,1987,11,2,Fall,22.19
13305,2/8/88,15:30,29.57361031,-94.96416473,1988,2,8,Winter,8.89
13305,3/22/88,13:51,29.57361031,-94.96416473,1988,3,22,Spring,16.11
13305,3/22/88,13:51,29.57361031,-94.96416473,1988,3,22,Spring,16.42
13305,6/9/88,14:48,29.57361031,-94.96416473,1988,6,9,Summer,28.19
13305,7/11/88,18:25,29.57361031,-94.96416473,1988,7,11,Summer,28.8
13305,8/16/88,17:40,29.57361031,-94.96416473,1988,8,16,Summer,30.7
13305,12/13/88,13:43,29.57361031,-94.96416473,1988,12,13,Winter,12.6
13305,8/10/89,16:05,29.57361031,-94.96416473,1989,8,10,Summer,28.1
13305,10/11/89,13:56,29.57361031,-94.96416473,1989,10,11,Fall,24.1
13305,2/12/90,13:35,29.57361031,-94.96416473,1990,2,12,Winter,17.1
13305,8/9/90,14:49,29.57361031,-94.96416473,1990,8,9,Summer,29.6
13305,12/10/90,9:30,29.57361031,-94.96416473,1990,12,10,Winter,13.2
13305,2/6/91,12:22,29.57361031,-94.96416473,1991,2,6,Winter,14
13305,8/8/91,14:07,29.57361031,-94.96416473,1991,8,8,Summer,30.3
13305,10/2/91,10:24,29.57361031,-94.96416473,1991,10,2,Fall,24.6
13305,12/30/91,13:03,29.57361031,-94.96416473,1991,12,30,Winter,12.5
13305,4/13/92,14:41,29.57361031,-94.96416473,1992,4,13,Spring,23.1
13305,1/21/93,12:53,29.57361031,-94.96416473,1993,1,21,Winter,13.8
13305,10/5/94,13:50,29.57361031,-94.96416473,1994,10,5,Fall,27.1
13305,7/31/96,14:46,29.57361031,-94.96416473,1996,7,31,Summer,31.7
13305,5/15/97,9:15,29.57361031,-94.96416473,1997,5,15,Spring,24.2
13305,8/28/97,11:40,29.57361031,-94.96416473,1997,8,28,Summer,29.9
13305,2/12/98,9:18,29.57361031,-94.96416473,1998,2,12,Winter,14.5
13305,11/4/98,10:25,29.57361031,-94.96416473,1998,11,4,Fall,22.3
13305,2/23/99,9:09,29.57361031,-94.96416473,1999,2,23,Winter,15
13305,12/1/86,12:49,29.57361031,-94.96416473,1986,12,1,Winter,14.6
13305,5/27/75,10:50,29.57361031,-94.96416473,1975,5,27,Spring,27
13305,6/6/84,15:00,29.57361031,-94.96416473,1984,6,6,Summer,25.7
13305,8/30/84,11:55,29.57361031,-94.96416473,1984,8,30,Summer,29
13305,10/27/76,12:40,29.57361031,-94.96416473,1976,10,27,Fall,17.5
13305,9/27/77,12:35,29.57361031,-94.96416473,1977,9,27,Fall,21.5
13305,10/24/77,11:55,29.57361031,-94.96416473,1977,10,24,Fall,23.5
13305,12/7/77,11:30,29.57361031,-94.96416473,1977,12,7,Winter,15
13305,1/17/80,10:00,29.57361031,-94.96416473,1980,1,17,Winter,14.5
13305,7/8/81,10:20,29.57361031,-94.96416473,1981,7,8,Summer,28.2
13305,6/27/86,13:44,29.57361031,-94.96416473,1986,6,27,Summer,28
13305,5/10/00,9:25,29.57361031,-94.96416473,2000,5,10,Spring,26
13305,8/23/00,11:00,29.57361031,-94.96416473,2000,8,23,Summer,29.93
13305,2/20/01,9:50,29.57361031,-94.96416473,2001,2,20,Winter,14.3
13305,3/21/02,10:51,29.57361031,-94.96416473,2002,3,21,Spring,19.32
13305,3/21/02,10:51,29.57361031,-94.96416473,2002,3,21,Spring,19.54
13305,2/27/73,16:00,29.57361031,-94.96416473,1973,2,27,Winter,15.6
13305,3/24/87,11:53,29.57361031,-94.96416473,1987,3,24,Spring,18.4
13305,9/1/87,16:35,29.57361031,-94.96416473,1987,9,1,Fall,27.58
13305,9/1/87,16:35,29.57361031,-94.96416473,1987,9,1,Fall,27.77
13305,7/11/88,18:25,29.57361031,-94.96416473,1988,7,11,Summer,28.53
13305,7/11/88,18:25,29.57361031,-94.96416473,1988,7,11,Summer,28.81
13305,10/11/88,14:05,29.57361031,-94.96416473,1988,10,11,Fall,22.86
13305,4/3/89,12:01,29.57361031,-94.96416473,1989,4,3,Spring,20.97
13305,8/10/89,16:05,29.57361031,-94.96416473,1989,8,10,Summer,28.1
13305,12/4/89,13:37,29.57361031,-94.96416473,1989,12,4,Winter,12
13305,2/12/90,13:35,29.57361031,-94.96416473,1990,2,12,Winter,17
13305,4/2/90,11:40,29.57361031,-94.96416473,1990,4,2,Spring,20.7
13305,10/16/90,12:54,29.57361031,-94.96416473,1990,10,16,Fall,23.4
13305,4/16/91,11:18,29.57361031,-94.96416473,1991,4,16,Spring,23.3
13305,10/2/91,10:24,29.57361031,-94.96416473,1991,10,2,Fall,24.4
13305,4/13/92,14:41,29.57361031,-94.96416473,1992,4,13,Spring,23
13305,8/31/92,11:13,29.57361031,-94.96416473,1992,8,31,Summer,27.6
13305,8/31/92,11:13,29.57361031,-94.96416473,1992,8,31,Summer,27.7
13305,10/7/92,14:41,29.57361031,-94.96416473,1992,10,7,Fall,23.9
13305,4/22/93,14:35,29.57361031,-94.96416473,1993,4,22,Spring,19.5
13305,7/12/93,13:50,29.57361031,-94.96416473,1993,7,12,Summer,31.4
13305,1/31/95,12:26,29.57361031,-94.96416473,1995,1,31,Winter,13
13305,1/31/95,12:26,29.57361031,-94.96416473,1995,1,31,Winter,13
13305,1/10/96,11:12,29.57361031,-94.96416473,1996,1,10,Winter,8.47
13305,2/3/97,7:00,29.57361031,-94.96416473,1997,2,3,Winter,14.2
13305,2/12/98,9:18,29.57361031,-94.96416473,1998,2,12,Winter,14.6
13305,11/4/98,10:25,29.57361031,-94.96416473,1998,11,4,Fall,22.3
13305,5/13/99,9:17,29.57361031,-94.96416473,1999,5,13,Spring,24.1
13305,3/18/03,9:30,29.57361031,-94.96416473,2003,3,18,Spring,18.89
13305,3/18/03,9:30,29.57361031,-94.96416473,2003,3,18,Spring,19.6
13305,7/9/03,7:50,29.57361031,-94.96416473,2003,7,9,Summer,28.84
13305,7/9/03,7:50,29.57361031,-94.96416473,2003,7,9,Summer,28.83
13305,8/14/86,14:25,29.57361031,-94.96416473,1986,8,14,Summer,29.5
13305,9/10/86,13:02,29.57361031,-94.96416473,1986,9,10,Fall,28
13305,10/15/86,13:00,29.57361031,-94.96416473,1986,10,15,Fall,20.2
13305,11/6/86,13:05,29.57361031,-94.96416473,1986,11,6,Fall,19.3
13305,12/1/86,12:49,29.57361031,-94.96416473,1986,12,1,Winter,14.6
13305,3/9/87,14:36,29.57361031,-94.96416473,1987,3,9,Spring,17.9
13305,8/26/75,10:45,29.57361031,-94.96416473,1975,8,26,Summer,28
13305,1/20/82,12:00,29.57361031,-94.96416473,1982,1,20,Winter,12.2
13305,4/17/84,10:25,29.57361031,-94.96416473,1984,4,17,Spring,18.9
13305,11/8/84,10:40,29.57361031,-94.96416473,1984,11,8,Fall,20.8
13305,9/16/76,14:05,29.57361031,-94.96416473,1976,9,16,Fall,27.5
13305,1/20/77,11:00,29.57361031,-94.96416473,1977,1,20,Winter,7
13305,3/29/77,10:40,29.57361031,-94.96416473,1977,3,29,Spring,19.5
13305,6/30/77,11:25,29.57361031,-94.96416473,1977,6,30,Summer,29
13305,9/27/77,12:35,29.57361031,-94.96416473,1977,9,27,Fall,21.5
13305,6/26/78,12:40,29.57361031,-94.96416473,1978,6,26,Summer,30
13305,8/21/78,12:00,29.57361031,-94.96416473,1978,8,21,Summer,30
13305,10/19/78,11:30,29.57361031,-94.96416473,1978,10,19,Fall,20.5
13305,3/27/79,11:00,29.57361031,-94.96416473,1979,3,27,Spring,19
13305,5/30/79,10:45,29.57361031,-94.96416473,1979,5,30,Spring,25
13305,10/31/79,9:40,29.57361031,-94.96416473,1979,10,31,Fall,22.5
13305,1/21/81,10:50,29.57361031,-94.96416473,1981,1,21,Winter,8.3
13305,4/27/81,10:45,29.57361031,-94.96416473,1981,4,27,Spring,23.8
13305,2/6/85,10:45,29.57361031,-94.96416473,1985,2,6,Winter,5.5
13305,3/7/85,11:00,29.57361031,-94.96416473,1985,3,7,Spring,16.8
13305,8/23/00,11:00,29.57361031,-94.96416473,2000,8,23,Summer,29.93
13305,8/23/00,11:00,29.57361031,-94.96416473,2000,8,23,Summer,29.93
13305,12/6/00,8:30,29.57361031,-94.96416473,2000,12,6,Winter,11.75
13305,5/3/01,9:00,29.57361031,-94.96416473,2001,5,3,Spring,24.57
13305,8/7/01,10:15,29.57361031,-94.96416473,2001,8,7,Summer,30.38
13305,12/5/01,11:15,29.57361031,-94.96416473,2001,12,5,Winter,16.76
13305,2/27/73,16:00,29.57361031,-94.96416473,1973,2,27,Winter,13.3
13305,9/1/87,16:35,29.57361031,-94.96416473,1987,9,1,Fall,28.18
13305,11/20/87,15:19,29.57361031,-94.96416473,1987,11,20,Fall,23.38
13305,8/16/88,17:40,29.57361031,-94.96416473,1988,8,16,Summer,33.03
13305,8/9/90,14:49,29.57361031,-94.96416473,1990,8,9,Summer,29.8
13305,10/16/90,12:54,29.57361031,-94.96416473,1990,10,16,Fall,22.9
13305,12/10/90,9:30,29.57361031,-94.96416473,1990,12,10,Winter,13.1
13305,12/30/91,13:03,29.57361031,-94.96416473,1991,12,30,Winter,12.5
13305,6/4/92,13:32,29.57361031,-94.96416473,1992,6,4,Summer,25.4
13305,10/7/92,14:41,29.57361031,-94.96416473,1992,10,7,Fall,23.9
13305,4/22/93,14:35,29.57361031,-94.96416473,1993,4,22,Spring,20.2
13305,7/12/93,13:50,29.57361031,-94.96416473,1993,7,12,Summer,29.2
13305,10/7/93,14:55,29.57361031,-94.96416473,1993,10,7,Fall,27.2
13305,7/28/94,10:05,29.57361031,-94.96416473,1994,7,28,Summer,28.8
13305,7/28/94,10:05,29.57361031,-94.96416473,1994,7,28,Summer,28.7
13305,4/9/96,13:16,29.57361031,-94.96416473,1996,4,9,Spring,17.95
13305,2/3/97,7:00,29.57361031,-94.96416473,1997,2,3,Winter,13.2
13305,2/3/97,7:00,29.57361031,-94.96416473,1997,2,3,Winter,14.2
13305,5/15/97,9:15,29.57361031,-94.96416473,1997,5,15,Spring,24.4
13305,5/19/98,13:05,29.57361031,-94.96416473,1998,5,19,Spring,26.2
13305,8/12/98,11:04,29.57361031,-94.96416473,1998,8,12,Summer,30.7
13305,2/23/99,9:09,29.57361031,-94.96416473,1999,2,23,Winter,15.3
13305,2/15/00,10:35,29.57361031,-94.96416473,2000,2,15,Winter,17.9
13305,5/22/02,11:30,29.57361031,-94.96416473,2002,5,22,Spring,22.52
13305,7/28/86,13:30,29.57361031,-94.96416473,1986,7,28,Summer,30.5
13305,8/14/86,14:25,29.57361031,-94.96416473,1986,8,14,Summer,29.5
13305,9/10/86,13:02,29.57361031,-94.96416473,1986,9,10,Fall,28
13305,11/6/86,13:05,29.57361031,-94.96416473,1986,11,6,Fall,19.3
13305,3/9/87,14:36,29.57361031,-94.96416473,1987,3,9,Spring,16.5
13305,11/27/73,13:45,29.57361031,-94.96416473,1973,11,27,Fall,23
13305,2/21/74,11:15,29.57361031,-94.96416473,1974,2,21,Winter,18.5
13305,5/25/75,18:45,29.57361031,-94.96416473,1975,5,25,Spring,27
13305,12/15/83,11:25,29.57361031,-94.96416473,1983,12,15,Winter,15
13305,11/8/84,10:40,29.57361031,-94.96416473,1984,11,8,Fall,20.8
13305,9/16/76,14:05,29.57361031,-94.96416473,1976,9,16,Fall,29
13305,12/22/76,11:30,29.57361031,-94.96416473,1976,12,22,Winter,11.5
13305,2/28/77,11:35,29.57361031,-94.96416473,1977,2,28,Winter,16
13305,7/26/78,13:05,29.57361031,-94.96416473,1978,7,26,Summer,29
13305,9/19/78,11:50,29.57361031,-94.96416473,1978,9,19,Fall,28.5
13305,1/24/79,11:20,29.57361031,-94.96416473,1979,1,24,Winter,8
13305,12/12/84,10:45,29.57361031,-94.96416473,1984,12,12,Winter,14.7
13305,3/7/85,11:00,29.57361031,-94.96416473,1985,3,7,Spring,17
13305,8/6/85,11:28,29.57361031,-94.96416473,1985,8,6,Summer,30.2
13305,12/4/85,11:04,29.57361031,-94.96416473,1985,12,4,Winter,13.5
13305,12/4/85,11:04,29.57361031,-94.96416473,1985,12,4,Winter,13.5
13305,12/6/00,8:30,29.57361031,-94.96416473,2000,12,6,Winter,13.33
13305,12/5/01,11:15,29.57361031,-94.96416473,2001,12,5,Winter,16.61
13305,7/30/87,17:00,29.57361031,-94.96416473,1987,7,30,Summer,32.4
13305,12/3/87,12:09,29.57361031,-94.96416473,1987,12,3,Winter,15.64
13305,2/8/88,15:30,29.57361031,-94.96416473,1988,2,8,Winter,8.89
13305,4/4/88,13:50,29.57361031,-94.96416473,1988,4,4,Spring,20.21
13305,5/24/88,14:00,29.57361031,-94.96416473,1988,5,24,Spring,25.2
13305,8/16/88,17:40,29.57361031,-94.96416473,1988,8,16,Summer,31.09
13305,12/13/88,13:43,29.57361031,-94.96416473,1988,12,13,Winter,12.86
13305,10/11/89,13:56,29.57361031,-94.96416473,1989,10,11,Fall,23.7
13305,4/2/90,11:40,29.57361031,-94.96416473,1990,4,2,Spring,20.9
13305,8/9/90,14:49,29.57361031,-94.96416473,1990,8,9,Summer,28.6
13305,8/8/91,14:07,29.57361031,-94.96416473,1991,8,8,Summer,30.5
13305,10/2/91,10:24,29.57361031,-94.96416473,1991,10,2,Fall,24.4
13305,2/10/92,13:06,29.57361031,-94.96416473,1992,2,10,Winter,12.6
13305,6/4/92,13:32,29.57361031,-94.96416473,1992,6,4,Summer,26.6
13305,10/7/92,14:41,29.57361031,-94.96416473,1992,10,7,Fall,23.9
13305,7/28/94,10:05,29.57361031,-94.96416473,1994,7,28,Summer,28.7
13305,1/31/95,12:26,29.57361031,-94.96416473,1995,1,31,Winter,13.1
13305,4/25/95,13:30,29.57361031,-94.96416473,1995,4,25,Spring,20
13305,7/13/95,14:25,29.57361031,-94.96416473,1995,7,13,Summer,32
13305,1/10/96,11:12,29.57361031,-94.96416473,1996,1,10,Winter,8.7
13305,11/18/99,11:10,29.57361031,-94.96416473,1999,11,18,Fall,20.6
13305,5/22/02,11:30,29.57361031,-94.96416473,2002,5,22,Spring,22.56
13305,1/5/87,14:48,29.57361031,-94.96416473,1987,1,5,Winter,10.2
13305,11/27/73,13:45,29.57361031,-94.96416473,1973,11,27,Fall,23
13305,6/5/74,10:30,29.57361031,-94.96416473,1974,6,5,Summer,27.5
13305,6/5/74,10:30,29.57361031,-94.96416473,1974,6,5,Summer,27.5
13305,9/5/74,10:20,29.57361031,-94.96416473,1974,9,5,Fall,23
13305,11/25/74,14:02,29.57361031,-94.96416473,1974,11,25,Fall,16.5
13305,8/26/75,10:45,29.57361031,-94.96416473,1975,8,26,Summer,28
13305,12/2/75,10:00,29.57361031,-94.96416473,1975,12,2,Winter,13
13305,2/29/84,9:50,29.57361031,-94.96416473,1984,2,29,Winter,9.8
13305,3/30/84,11:00,29.57361031,-94.96416473,1984,3,30,Spring,16.5
13305,6/6/84,15:00,29.57361031,-94.96416473,1984,6,6,Summer,25.8
13305,2/24/76,9:45,29.57361031,-94.96416473,1976,2,24,Winter,15.5
13305,12/7/77,11:30,29.57361031,-94.96416473,1977,12,7,Winter,15
13305,12/7/78,10:25,29.57361031,-94.96416473,1978,12,7,Winter,17
13305,4/27/81,10:45,29.57361031,-94.96416473,1981,4,27,Spring,23.7
13305,10/21/81,10:30,29.57361031,-94.96416473,1981,10,21,Fall,22.3
13305,2/6/85,10:45,29.57361031,-94.96416473,1985,2,6,Winter,5.6
13305,4/30/85,9:40,29.57361031,-94.96416473,1985,4,30,Spring,25
13305,7/15/85,12:12,29.57361031,-94.96416473,1985,7,15,Summer,29.1
13305,7/15/85,12:12,29.57361031,-94.96416473,1985,7,15,Summer,29.6
13305,10/16/85,12:30,29.57361031,-94.96416473,1985,10,16,Fall,26
13305,11/5/85,10:55,29.57361031,-94.96416473,1985,11,5,Fall,17.5
13305,5/10/00,9:25,29.57361031,-94.96416473,2000,5,10,Spring,26.4
13305,5/10/00,9:25,29.57361031,-94.96416473,2000,5,10,Spring,26.2
13305,2/20/01,9:50,29.57361031,-94.96416473,2001,2,20,Winter,14
13305,5/3/01,9:00,29.57361031,-94.96416473,2001,5,3,Spring,24.55
13305,10/18/72,16:15,29.57361031,-94.96416473,1972,10,18,Fall,29.4
13305,10/18/72,16:15,29.57361031,-94.96416473,1972,10,18,Fall,30
13305,8/16/73,16:44,29.57361031,-94.96416473,1973,8,16,Summer,28.3
13305,10/8/87,12:40,29.57361031,-94.96416473,1987,10,8,Fall,21.96
13305,4/4/88,13:50,29.57361031,-94.96416473,1988,4,4,Spring,20.36
13305,5/24/88,14:00,29.57361031,-94.96416473,1988,5,24,Spring,26.01
13305,6/9/88,14:48,29.57361031,-94.96416473,1988,6,9,Summer,28.32
13305,10/11/88,14:05,29.57361031,-94.96416473,1988,10,11,Fall,23.07
13305,6/6/89,14:17,29.57361031,-94.96416473,1989,6,6,Summer,30.8
13305,12/4/89,13:37,29.57361031,-94.96416473,1989,12,4,Winter,12
13305,2/12/90,13:35,29.57361031,-94.96416473,1990,2,12,Winter,16.2
13305,12/10/90,9:30,29.57361031,-94.96416473,1990,12,10,Winter,13.8
13305,2/6/91,12:22,29.57361031,-94.96416473,1991,2,6,Winter,15
13305,8/8/91,14:07,29.57361031,-94.96416473,1991,8,8,Summer,30.4
13305,12/30/91,13:03,29.57361031,-94.96416473,1991,12,30,Winter,12.5
13305,2/10/92,13:06,29.57361031,-94.96416473,1992,2,10,Winter,12.4
13305,4/22/93,14:35,29.57361031,-94.96416473,1993,4,22,Spring,19.4
13305,4/25/95,13:30,29.57361031,-94.96416473,1995,4,25,Spring,20.3
13305,7/13/95,14:25,29.57361031,-94.96416473,1995,7,13,Summer,30.3
13305,7/13/95,14:25,29.57361031,-94.96416473,1995,7,13,Summer,30.2
13305,4/9/96,13:16,29.57361031,-94.96416473,1996,4,9,Spring,17.23
13305,7/31/96,14:46,29.57361031,-94.96416473,1996,7,31,Summer,29.7
13305,8/28/97,11:40,29.57361031,-94.96416473,1997,8,28,Summer,29
13305,10/29/97,9:15,29.57361031,-94.96416473,1997,10,29,Fall,17
13305,10/29/97,9:15,29.57361031,-94.96416473,1997,10,29,Fall,17
13305,8/21/02,10:15,29.57361031,-94.96416473,2002,8,21,Summer,29.57
13305,11/13/02,9:11,29.57361031,-94.96416473,2002,11,13,Fall,17.86
13305,6/3/03,8:30,29.57361031,-94.96416473,2003,6,3,Summer,28.31
13305,7/28/86,13:30,29.57361031,-94.96416473,1986,7,28,Summer,30.5
13305,12/1/86,12:49,29.57361031,-94.96416473,1986,12,1,Winter,14.7
13305,3/9/87,14:36,29.57361031,-94.96416473,1987,3,9,Spring,15.9
